timestamp,semester,prior_degree,age_band,gender,public_high_school,software_experience,employed_in_software,project_count,primary_role,largest_team_size,genai_general_frequency,genai_se_frequency,genai_activities,genai_tools_last_12m,methodology,likert_useful,likert_productivity,likert_quality,likert_flow_change,likert_any_methodology,likert_methodology_fit,likert_new_competencies,likert_new_roles,likert_confidence_ai_code,role_backend_impact,role_frontend_impact,role_qa_impact,role_pmgr_impact,role_product_manager_impact,role_scrum_master_impact,open_biggest_benefit,open_five_year_impact,project_confidence_pre_start,project_challenges,automation_speed_up,automation_revision_needed,learning_motivation,learning_expected_level,automation_collaboration_help,autonomy_vs_tool_dependence,open_project_feeling,open_professional_growth,prior_project_with_genai_feature,consent,genai_general_frequency_num,genai_se_frequency_num,prior_project_with_genai_feature_num,employed_in_software_num,likert_useful_num,likert_productivity_num,likert_quality_num,likert_flow_change_num,likert_any_methodology_num,likert_methodology_fit_num,likert_new_competencies_num,likert_new_roles_num,likert_confidence_ai_code_num,perception_index,role_disruption_index,n_genai_tools,n_genai_activities,n_project_challenges,high_se_usage,daily_or_weekly_general_usage,adoption_score_raw,adoption_segment
2025-09-05 09:41:09,5º semestre,Não,21-25 anos,Feminino,Sim,Menos de 1 ano,Não,1-2 projetos,Desenvolvedor(a) Backend,1-5,Diariamente,Diariamente,"Geração de código, Depuração / debug, Escrita de testes, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, GitHub Copilot","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,3,5,5,3,3,3,"Existem diversos benefícios, mas sem dúvidas a arte de conhecer rapidamente uma solução/ajuste sem precisar gastar muito tempo na rede. Inclusive não precisar ler uma documentação enorme de alguma linguagem em busca de algo relativamente acessível pela IA e muito mais detalhado.","Acredito que novas especializações irão surgir e com certeza quem as fizer irá se garantir no mercado. E na minha carreira eu almejo buscar atualidades, principalmente em IA. Vejo ela como minha melhor amiga no trabalho.",3,"Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas, Gerenciamento de tempo",4,5,4,Transformador (mudará minha forma de desenvolver software),4,3,"Me sinto insegura, pois ainda é uma novidade para mim. Por outro lado, estou empolgada para descobrir novas visões de desenvolvimento.",Espero sair com um conhecimento rico e que me ajude a se destacar em uma oportunidade.,Não,"Sim, eu li e concordo.",4,4,0,0,5,5,4,5,5,5,5,5,4,4.777777777777778,3.6666666666666665,2,4,3,True,True,14,Moderate adoption
2025-09-05 09:41:31,6º semestre,Não,17-20 anos,Masculino,Não,Menos de 1 ano,Não,1-2 projetos,Data Science / ML,1-5,Semanalmente,Semanalmente,"Geração de código, Depuração / debug, Brainstorming de ideias, Refatoração, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, DeepSeek",Modelo híbrido,Concordo,Concordo,Neutro,Neutro,Discordo,Neutro,Concordo,Concordo,Discordo,2,2,1,2,3,2,Maior facilidade em descobrir ferramentas como bibliotecas e frameworks para atender a algum tipo de necessidade de um projeto. Maior facilidade em encontrar repositórios ou artigos semelhantes para referência em projetos.,"Acredito que haverá um impacto enorme na forma como engenheiros de software trabalham, porque ela pode servir como uma ferramenta com potencial para melhorar a produtividade, oferecendo insights e auxiliando em processos como geração de testes.",4,"Compreensão dos requisitos do cliente, Gerenciamento de tempo",4,5,5,Significativo (aprenderei várias técnicas novas),4,3,"Estou entusiasmado para o projeto, apesar de ter apenas uma ideia breve do que quero fazer com minha equipe.",Tenho expectativas que ganharei bastante conhecimento e uma nova perspectiva sobre o uso de tecnologias generativas em software.,Sim,"Sim, eu li e concordo.",3,3,1,0,4,4,3,3,2,3,4,4,2,3.2222222222222223,2.0,2,5,2,True,True,14,Moderate adoption
2025-09-05 09:41:57,7º semestre,Não,21-25 anos,Masculino,Sim,1-3 anos,Sim,1-2 projetos,Pentest,6-10,Semanalmente,Semanalmente,"Escrita de testes, Documentação, Prototipação, Brainstorming de ideias, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, GitHub Copilot","Ágil (Scrum, Kanban)",Concordo,Neutro,Discordo,Concordo totalmente,Neutro,Neutro,Concordo totalmente,Concordo totalmente,Discordo,1,4,1,2,1,2,"Conhecimento rápido, alternativas de solução e tecnologias",Pessoalmente enxergo positiva na parte de auxílio de leituras de grandes logs e textos massivos(Tenho objetivo de trabalhar na área de segurança),3,"Tomada de decisões de design de software, Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas, Gerenciamento de tempo",4,5,5,Significativo (aprenderei várias técnicas novas),4,4,Curioso e motivado.,"Entusiasmo, sinto que vou poder aprender e investir em novos projetos pessoais",Não,"Sim, eu li e concordo.",3,3,0,1,4,3,2,5,3,3,5,5,2,3.5555555555555554,1.8333333333333333,3,5,4,True,True,14,Moderate adoption
2025-09-05 09:42:35,6º semestre,Não,21-25 anos,Masculino,Sim,Menos de 1 ano,Não,1-2 projetos,DevOps / SRE,1-5,Algumas vezes por mês,Algumas vezes por mês,"Geração de código, Prototipação, Refatoração, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, DeepSeek","Ágil (Scrum, Kanban)",Concordo,Concordo,Concordo,Neutro,Neutro,Neutro,Neutro,Concordo,Neutro,3,3,3,3,3,3,"Acredito que os beneficios seriam o aumento da produtividade, acesso a mais informações de forma mais rapido, conseguir revisões de codigo.","Acredito que tera um impacto positivo, pois a mesma traz diversas melhorias, mas também é preciso ter cuidado, visto que ela pode gerar uma certa dependência , e isso pode prejudicar a capacidade de raciocinio.",2,"Tomada de decisões de design de software, Integração de componentes e sistemas, Gerenciamento de tempo",3,5,4,Significativo (aprenderei várias técnicas novas),3,3,"Motivado pra querer aprender sobre essa area, mas ao mesmo tempo com certo medo por não saber tanto.","Acredito que apesar de futuras dificuldades, devido a não ter tanto conhecimento sobre o assunto, vai servir pra aprender bastante, trabalhar em equipe, vai ser uma boa evolução.",Não,"Sim, eu li e concordo.",2,2,0,0,4,4,4,3,3,3,3,4,3,3.4444444444444446,3.0,3,4,3,False,False,11,Lower adoption
2025-09-05 09:44:07,7º semestre,Sim,26-30 anos,Masculino,Não,1-3 anos,Não,3-5 projetos,Data Science / ML,6-10,Diariamente,Semanalmente,"Geração de código, Depuração / debug, Documentação, Brainstorming de ideias, Refatoração, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, Claude, DeepSeek, Cursor","Ágil (Scrum, Kanban)",Concordo,Concordo,Neutro,Discordo,Neutro,Concordo,Neutro,Concordo,Concordo,2,4,2,2,2,3,Auxiliar na identificação e correção de erros no código,"Estará cada vez mais presente e confiável, não para substituir, mas como grande auxiliadora no trabalho realizado",4,"Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas, Gerenciamento de tempo",4,3,4,Moderado (aprenderei algumas novas técnicas),4,3,"Tenho boa expectativa, ajudando a consolidar conteúdos e construir novas técnicas",Que me ajudará a me tornar um profissional mais completo,Não,"Sim, eu li e concordo.",4,3,0,0,4,4,3,2,3,4,3,4,4,3.4444444444444446,2.5,5,6,3,True,True,18,Higher adoption
2025-09-05 09:45:29,7º semestre,Não,21-25 anos,Masculino,Sim,1-3 anos,Não,3-5 projetos,Desenvolvedor(a) Backend,1-5,Diariamente,Semanalmente,"Geração de código, Depuração / debug, Documentação, Brainstorming de ideias, Refatoração, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, DeepSeek",Cascata,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,2,1,2,1,1,2,"Rapidez em gerar códigos, gera muito código em pouco tempo, ainda que não seja totalmente utilizável e correto, ele aumenta a produtividade com isso.","Eu enxergo as ferramentas de IA generaliza como um auxílio as minhas atividades de desenvolvimento de software, melhorando a minha produtividade e me economizando tempo.",5,"Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas, Gerenciamento de tempo, Comunicação com a equipe de desenvolvimento",5,5,5,Significativo (aprenderei várias técnicas novas),5,2,"Sinto que vai ser trabalhoso, mas que pode ensinar muitas técnicas novas",Eu espero evoluir muito em técnicas de engenharia de software e comunicação em equipe,Não,"Sim, eu li e concordo.",4,3,0,0,5,5,3,5,4,5,5,5,5,4.666666666666667,1.5,3,6,4,True,True,16,Higher adoption
2025-09-05 09:46:44,3º semestre,Não,21-25 anos,Feminino,Sim,Menos de 1 ano,Não,1-2 projetos,Desenvolvedor(a) Fullstack,6-10,Algumas vezes por mês,Algumas vezes por mês,"Geração de código, Depuração / debug, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini",Não sei / Não conheço,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Neutro,3,3,3,3,3,3,Eu não posso conhecimento,Sim,3,"Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas",3,3,3,Significativo (aprenderei várias técnicas novas),3,3,"Motivado, pois apesar se usar as ferramentas que já sei. Posso aprender mais sobre outras.",Boas!,Não,"Sim, eu li e concordo.",2,2,0,0,4,4,4,3,4,4,4,4,3,3.7777777777777777,3.0,2,3,2,False,False,9,Lower adoption
2025-09-05 09:48:04,3º semestre,Não,17-20 anos,Feminino,Não,Menos de 1 ano,Não,3-5 projetos,Desenvolvedor(a) Fullstack,1-5,Semanalmente,Semanalmente,"Brainstorming de ideias, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, DeepSeek",Nenhuma metodologia aplicada,Concordo totalmente,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,3,3,2,2,2,3,aumento da produtividade,"Usado de maneira regular e controlada, pode se tornar uma ajuda excepcional no dia a dia",5,"Tomada de decisões de design de software, Integração de componentes e sistemas",4,4,5,Significativo (aprenderei várias técnicas novas),4,2,"acredito que vai ser uma experiência muito importante pra todos da disciplina, já que simula uma situação da vida real de trabalho. onde desenvolveremos um projeto do zero.","Estou confiante de que minha experiência nesse ramo crescerá significativamente, de forma que eu consiga adquirir habilidades importantes para a vida real.",Sim,"Sim, eu li e concordo.",3,3,1,0,5,4,3,4,3,3,2,4,3,3.4444444444444446,2.5,3,2,2,True,True,12,Lower adoption
2025-09-05 09:48:26,6º semestre,Não,21-25 anos,Feminino,Sim,1-3 anos,Sim,1-2 projetos,Desenvolvedor(a) Backend,11-20,Diariamente,Diariamente,"Geração de código, Documentação, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, GitHub Copilot","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Neutro,Concordo,Concordo totalmente,Concordo,1,1,1,1,1,1,Benefício na análise e geração de código,"Acredito que veio para ficar até porque todos já se acostumaram a trabalhar com ela, já virou um vicio. Ela ajuda a refletir sobre o problema, ajuda a analisar e gerar códigos, acredito que em 5 anos ela vai estar cada vez mais presente e provavelmente vai se tornar obrigatório em algumas empresas.",5,"Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas, Gerenciamento de tempo",5,3,5,Transformador (mudará minha forma de desenvolver software),5,3,Acredito que será interessante e estou empolgado,"Espero que seja uma boa evolução, estou empolgado em aprender sobre coisas na área",Sim,"Sim, eu li e concordo.",4,4,1,1,5,4,5,5,4,3,4,5,4,4.333333333333333,1.0,2,3,3,True,True,14,Moderate adoption
2025-09-05 09:49:49,8º semestre,Não,21-25 anos,Masculino,Sim,1-3 anos,Sim,1-2 projetos,Desenvolvedor(a) Backend,6-10,Semanalmente,Semanalmente,"Geração de código, Depuração / debug, Documentação, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Neutro,Concordo,Concordo,Concordo totalmente,Concordo,2,3,2,2,2,2,A facilidade para encontrar documentacoes ou bibliotecas em diferentes linguagens para desenvolver uma aplicacao que eu estava querendo e gastando muito tempo para isso.,"Acho que ela sera essencial para o desenvolvimento de software rapido, acredito que com isso teremos que nos especializar mais, mas não seremos substituidos, na realidade seremos mais uteis para justamente entender melhor o que esta sendo gerado e interpretrar se a informacao gerada esta correta ou não",4,"Compreensão dos requisitos do cliente, Gerenciamento de tempo",5,4,5,Significativo (aprenderei várias técnicas novas),5,2,Estou confiante e motivado a desenvolver uma ideia que envolva LLM's,"Tenho expectativas boas em relacao ao que vou aprender, afinal habilidades nessa area é bastante requisitada hoje",Sim,"Sim, eu li e concordo.",3,3,1,1,5,5,4,5,3,4,4,5,4,4.333333333333333,2.1666666666666665,2,4,2,True,True,13,Moderate adoption
2025-09-05 09:51:28,5º semestre,Sim,Mais de 40 anos,Masculino,Sim,Menos de 1 ano,Não,1-2 projetos,Data Science / ML,1-5,Diariamente,Diariamente,"Geração de código, Depuração / debug, Documentação, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, Perplexity, DeepSeek","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,5,5,5,5,5,5,Aumenta exponencialmente a minha produtividade,Aprendizagem acelerado,3,Compreensão dos requisitos do cliente,4,4,4,Significativo (aprenderei várias técnicas novas),4,4,Motivado,Alta,Não,"Sim, eu li e concordo.",4,4,0,0,5,5,5,5,5,5,5,5,5,5.0,5.0,4,4,1,True,True,16,Higher adoption
2025-09-05 09:51:44,7º semestre,Não,21-25 anos,Feminino,Sim,1-3 anos,Sim,1-2 projetos,Desenvolvedor(a) Fullstack,11-20,Algumas vezes por mês,Semanalmente,"Geração de código, Depuração / debug, Brainstorming de ideias, Refatoração, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, DeepSeek, GitHub Copilot","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo totalmente,Concordo,Discordo,Concordo,Discordo,Concordo,Concordo totalmente,Discordo,2,2,2,1,1,2,Mais produtividade no dia a dia o que torna as entregas mais ágeis,Acredito que quem não souber manipular ferramentas de IA infelizmente não se manterá plenamente no mercado.,4,"Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas, Gerenciamento de tempo, Conhecimento sobre IA(LLM,GNA,etc...)",5,4,5,Transformador (mudará minha forma de desenvolver software),5,2,Estou muito animada para fazer algo novo e que me desafie pois é um conhecimento que estou aprendendo,Espero sair com uma ótima experiência para aplicar nos próximos trabalhos,Sim,"Sim, eu li e concordo.",2,3,1,1,5,5,4,2,4,2,4,5,2,3.6666666666666665,1.6666666666666667,4,5,6,True,False,15,Moderate adoption
2025-09-05 09:51:47,7º semestre,Não,21-25 anos,Feminino,Não,Menos de 1 ano,Não,1-2 projetos,Gerente de projeto,1-5,Algumas vezes por mês,Algumas vezes por mês,"Prototipação, Brainstorming de ideias, Análise de requisitos, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, DeepSeek, GitHub Copilot","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Neutro,Concordo,Concordo totalmente,Neutro,4,4,2,2,2,2,"Melhora da organização e prototipação, auxilio no entendimento do código.",Acredito que muitas funções serão substituídas pela IA generativa.,4,"Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas, Gerenciamento de tempo",5,4,5,Significativo (aprenderei várias técnicas novas),4,3,Acredito que o projeto irá ajudar no complemento técnico da minha formação.,Espero que consiga adquirir bastante conhecimento durante a execução do projeto.,Sim,"Sim, eu li e concordo.",2,2,1,0,5,5,5,5,4,3,4,5,3,4.333333333333333,2.6666666666666665,4,4,3,False,False,13,Moderate adoption
2025-09-05 09:52:21,3º semestre,Não,17-20 anos,Masculino,Não,Menos de 1 ano,Não,3-5 projetos,Desenvolvedor(a) Backend,1-5,Diariamente,Diariamente,"Depuração / debug, Escrita de testes, Documentação, Brainstorming de ideias, Refatoração, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, DeepSeek",Nenhuma metodologia aplicada,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Neutro,Discordo totalmente,Concordo totalmente,Concordo totalmente,3,3,3,3,3,3,"Ele auxilia no projeto, ajudando nos erros de códigos, nas ideais e em possíveis soluções não pensadas, ajuda no desenvolvimento do código...","Enxergo o impacto sendo positivo, a IA generativa é uma ferramenta que ajuda os desenvolvedores em seus projetos, auxiliando eles tbm, então influênciaria positivamente sendo usada de maneira racional.",5,"Compreensão dos requisitos do cliente, Tomada de decisões de design de software",5,4,5,Transformador (mudará minha forma de desenvolver software),5,3,Empolgado e ansioso para começar a desenvolver o projeto.,Me sinto que vai me ajudar muito no meu processo de desenvolvedor.,Não,"Sim, eu li e concordo.",4,4,0,0,5,5,5,4,4,3,1,5,5,4.111111111111111,3.0,3,6,2,True,True,17,Higher adoption
2025-09-05 09:52:23,7º semestre,Não,21-25 anos,Masculino,Sim,1-3 anos,Não,1-2 projetos,QA / Testes,1-5,Semanalmente,Diariamente,"Escrita de testes, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, DeepSeek","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo,Concordo,Concordo,2,2,2,1,3,2,economia de tempo,sim,3,"Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas",4,5,5,Transformador (mudará minha forma de desenvolver software),3,3,"bem motivado, em busca de desenvolver um bom projeto","muito boa, espero obter uma vasta experiência.",Não,"Sim, eu li e concordo.",3,4,0,0,5,4,3,4,3,3,2,4,4,3.5555555555555554,2.0,3,2,2,True,True,12,Lower adoption
2025-09-05 09:53:29,3º semestre,Não,17-20 anos,Masculino,Não,Menos de 1 ano,Não,Nenhum,Data Science / ML,1-5,Diariamente,Semanalmente,"Geração de código, Depuração / debug, Brainstorming de ideias, Análise de requisitos, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, DeepSeek, GitHub Copilot",Não sei / Não conheço,Concordo,Concordo,Neutro,Concordo totalmente,Neutro,Neutro,Concordo,Neutro,Concordo,2,4,1,3,2,1,Debug (correção de bugs e problemas técnicos).,Auxílio na resolução de problemas técnicos durante o desenvolvimento de ferramentas,4,"Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas, Gerenciamento de tempo",5,5,5,Moderado (aprenderei algumas novas técnicas),5,5,Motivado e preocupado com o tempo,Muito grande em relação a trabalhar com uma equipe diferente,Não,"Sim, eu li e concordo.",4,3,0,0,4,4,3,5,3,3,4,3,4,3.6666666666666665,2.1666666666666665,3,5,3,True,True,15,Moderate adoption
2025-09-05 09:54:13,7º semestre,Não,21-25 anos,Masculino,Não,1-3 anos,Não,3-5 projetos,Desenvolvedor(a) Backend,1-5,Diariamente,Semanalmente,"Geração de código, Depuração / debug, Documentação, Brainstorming de ideias, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, DeepSeek","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,4,4,4,4,4,4,Melhora na produtividade,Acredito que a IA terá impacto significativo na Engenharia de Software e que irá ocupar muitas funções que hoje são cumpridas por pessoas.,3,"Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas, Gerenciamento de tempo",4,5,5,Transformador (mudará minha forma de desenvolver software),4,1,Acredito que será um projeto que vai impactar significativamente na forma como desenvolvo software e como penso no desenvolvimento.,Acredito que esse projeto pode me ajudar muito em desenvolver novas habilidades muito valiosas atualmente,Não,"Sim, eu li e concordo.",4,3,0,0,5,5,5,4,4,5,5,5,5,4.777777777777778,4.0,3,5,3,True,True,15,Moderate adoption
2025-09-05 09:54:17,5º semestre,Sim,26-30 anos,Feminino,Sim,1-3 anos,Não,1-2 projetos,QA / Testes,11-20,Semanalmente,Algumas vezes por mês,"Brainstorming de ideias, Pesquisa / Perguntas gerais / Uso Pessoal, Tirar algum tipo de dúvida, entender alguma coisa, ter ideias",ChatGPT,"Ágil (Scrum, Kanban)",Concordo,Neutro,Neutro,Neutro,Neutro,Concordo,Concordo totalmente,Concordo totalmente,Discordo,2,1,4,1,1,1,...,"Algo mais avançado, com melhorias.",4,"Compreensão dos requisitos do cliente, Tomada de decisões de design de software",4,5,4,Transformador (mudará minha forma de desenvolver software),4,4,"Sempre quis entender mais sobre IA generativa, por isso estou fazendo essa disciplina. Porém já sofri bastante com membros de projetos que só fazem coisas se usarem IA, depois tinha que passar por revisão, na revisão, tinha que refazer tudo, devido ao estresse gerado sou bem suspeita pra falar. Até então, me sinto como uma velha senhora que só gosta do tradicional, bem conservadora, dando maior valor as coisas feitas de forma organicas.",Quero sair desse projeto sabendo mais sobre IA.,Sim,"Sim, eu li e concordo.",3,2,1,0,4,3,3,3,3,4,5,5,2,3.5555555555555554,1.6666666666666667,1,5,2,False,True,12,Lower adoption
2025-09-05 09:59:22,4º semestre,Não,31-40 anos,Feminino,Sim,Menos de 1 ano,Não,Nenhum,Desenvolvedor(a) Fullstack,1-5,Nunca,Raramente,Documentação,"ChatGPT, Gemini",Cascata,Concordo,Concordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,3,3,2,3,3,3,"Sinceramente, o maior benefício que eu tive usando ferramentas de IA generativa em projetos de Engenharia de Software foi o ganho de tempo e clareza.","Daqui a 5 anos eu imagino que a IA vai estar bem presente no meu trabalho, mas não para me substituir, e sim para me dar suporte. Acho que vou conseguir ser mais rápido, produzir com mais qualidade e ter mais tempo para focar nas partes criativas e desafiadoras dos projetos. Para mim, o impacto principal vai ser esse: usar a IA como aliada, enquanto eu continuo evoluindo como engenheira de software.",4,"Compreensão dos requisitos do cliente, Tomada de decisões de design de software, Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas, Gerenciamento de tempo",3,3,3,Significativo (aprenderei várias técnicas novas),4,4,"Eu me sinto animada com esse projeto, porque é uma chance de aprender na prática e ver até onde eu consigo ir. Dá um pouco de nervoso também, mas no fundo acho que vai ser uma experiência boa pra crescer e me desafiar.","Eu espero que esse projeto me ajude a evoluir de verdade, aprendendo coisas que eu ainda não sei e ganhando mais confiança no que eu já sei fazer. Quero sentir que estou crescendo como profissional e que cada desafio superado vai me deixar mais preparada para o futuro.",Não,"Sim, eu li e concordo.",0,1,0,0,4,4,3,3,4,3,3,3,3,3.3333333333333335,2.8333333333333335,2,1,5,False,False,4,Lower adoption
2025-09-05 10:02:41,5º semestre,Não,21-25 anos,Feminino,Sim,Menos de 1 ano,Sim,1-2 projetos,QA / Testes,21-50,Semanalmente,Raramente,"Geração de código, Escrita de testes, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, DeepSeek, GitHub Copilot","Ágil (Scrum, Kanban)",Concordo,Concordo,Neutro,Neutro,Concordo,Discordo,Neutro,Neutro,Neutro,2,2,2,1,1,1,"Em relação a  testes, visualizar melhor como criar os casos de testes","Se usado corretamente, acredito que só tenha a agregar.",3,"Tomada de decisões de design de software, Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas, Gerenciamento de tempo",4,5,5,Significativo (aprenderei várias técnicas novas),4,2,acredito que vá ser uma ótima oportunidade,Eu creio que voi conseguir aprimorar e melhorar minhas técnicas durante esse projeto!,Sim,"Sim, eu li e concordo.",3,1,1,1,4,4,3,3,4,2,3,3,3,3.2222222222222223,1.5,4,3,4,False,True,12,Lower adoption
2025-09-05 10:04:34,6º semestre,Não,21-25 anos,Masculino,Sim,1-3 anos,Não,3-5 projetos,Desenvolvedor(a) Backend,6-10,Diariamente,Semanalmente,"Brainstorming de ideias, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, DeepSeek","Ágil (Scrum, Kanban)",Concordo,Concordo,Neutro,Concordo,Neutro,Concordo totalmente,Concordo totalmente,Neutro,Neutro,2,2,1,1,3,3,Agilizar a exploração e estudo da documentação de frameworks,Elas vão agilizar cada vez mais a geração de insights e busca e analize de documentação,4,"Tomada de decisões de design de software, Adaptação a novas ferramentas e tecnologias",4,5,4,Significativo (aprenderei várias técnicas novas),3,3,Confiante com os resultados que busco.,Estou confiante que irei aprender novas metodologias no uso de LLMs em ambiente profissional.,Não,"Sim, eu li e concordo.",4,3,0,0,4,4,3,4,3,5,5,3,3,3.7777777777777777,2.0,2,2,2,True,True,11,Lower adoption
2025-09-05 10:05:41,8º semestre,Não,21-25 anos,Masculino,Não,1-3 anos,Não,1-2 projetos,Desenvolvedor(a) Backend,1-5,Semanalmente,Diariamente,"Geração de código, Depuração / debug, Escrita de testes, Documentação, Brainstorming de ideias, Refatoração, Análise de requisitos, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, Claude, DeepSeek","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo totalmente,Neutro,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,2,2,1,1,1,2,"Agilidade na implementação, debug e criação de algoritmos",Acredito que vai se tornar tão essencial quanto um navegador de browser. Um ferramenta de trabalho obrigatória,4,"Compreensão dos requisitos do cliente, Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas, Gerenciamento de tempo",4,4,4,Significativo (aprenderei várias técnicas novas),4,3,Espero que não seja difícil implementar as features e fazer o básico para integrar os componentes,Expectativas boas em aprender desenvolvimento de software em outros contextos,Não,"Sim, eu li e concordo.",3,4,0,0,5,5,3,2,4,2,4,4,4,3.6666666666666665,1.5,4,8,4,True,True,19,Higher adoption
2025-09-05 10:10:58,3º semestre,Não,17-20 anos,Masculino,Sim,Menos de 1 ano,Não,1-2 projetos,Desenvolvedor(a) Backend,1-5,Algumas vezes por mês,Semanalmente,"Geração de código, Documentação, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, DeepSeek, GitHub Copilot",Não sei / Não conheço,Concordo totalmente,Concordo,Neutro,Concordo,Neutro,Concordo,Concordo,Concordo totalmente,Discordo,1,2,1,1,2,1,"a IA generativa foi útil para mim em questão de estruturar código, implementação e tirar dúvidas.","ferramentas de IA generativa estão cada vez mais presentes em carreiras que envolvem tecnologia, em especial na engenharia de software. imagino que em 5 anos eu continuarei usando IA generativa para tirar dúvidas e estruturar projetos.",3,"Adaptação a novas ferramentas e tecnologias, Gerenciamento de tempo",4,4,5,Transformador (mudará minha forma de desenvolver software),4,2,"me sinto ansioso por estar entrando em uma área na qual não tenho conhecimento, mas motivado para aprender.","espero conseguir evoluir significativamente minhas habilidades e entendimento da área, aprendendo novos métodos e tecnologias.",Não,"Sim, eu li e concordo.",2,3,0,0,5,4,3,4,3,4,4,5,2,3.7777777777777777,1.3333333333333333,3,3,2,True,False,11,Lower adoption
